id,value,category,score,timestamp,amount,status
3110,sample_value_3110,E,311.0,2025-01-03 03:49:00,120.04,inactive
3111,sample_value_3111,A,311.1,2025-01-03 03:50:00,752.23,pending
3112,sample_value_3112,B,311.20000000000005,2025-01-03 03:51:00,929.27,active
3113,sample_value_3113,C,311.3,2025-01-03 03:52:00,692.24,inactive
3114,sample_value_3114,D,311.40000000000003,2025-01-03 03:53:00,198.38,pending
3115,sample_value_3115,E,311.5,2025-01-03 03:54:00,694.07,active
3116,sample_value_3116,A,311.6,2025-01-03 03:55:00,576.96,inactive
3117,sample_value_3117,B,311.70000000000005,2025-01-03 03:56:00,666.4,pending
3118,sample_value_3118,C,311.8,2025-01-03 03:57:00,22.63,active
3119,sample_value_3119,D,311.90000000000003,2025-01-03 03:58:00,425.26,inactive
3120,sample_value_3120,E,312.0,2025-01-03 03:59:00,940.75,pending
3121,sample_value_3121,A,312.1,2025-01-03 04:00:00,649.17,active
3122,sample_value_3122,B,312.20000000000005,2025-01-03 04:01:00,422.74,inactive
3123,sample_value_3123,C,312.3,2025-01-03 04:02:00,903.32,pending
3124,sample_value_3124,D,312.40000000000003,2025-01-03 04:03:00,531.19,active
3125,sample_value_3125,E,312.5,2025-01-03 04:04:00,457.25,inactive
3126,sample_value_3126,A,312.6,2025-01-03 04:05:00,810.68,pending
3127,sample_value_3127,B,312.70000000000005,2025-01-03 04:06:00,834.12,active
3128,sample_value_3128,C,312.8,2025-01-03 04:07:00,81.78,inactive
3129,sample_value_3129,D,312.90000000000003,2025-01-03 04:08:00,530.79,pending
3130,sample_value_3130,E,313.0,2025-01-03 04:09:00,411.07,active
3131,sample_value_3131,A,313.1,2025-01-03 04:10:00,576.27,inactive
3132,sample_value_3132,B,313.20000000000005,2025-01-03 04:11:00,607.56,pending
3133,sample_value_3133,C,313.3,2025-01-03 04:12:00,839.73,active
3134,sample_value_3134,D,313.40000000000003,2025-01-03 04:13:00,328.76,inactive
3135,sample_value_3135,E,313.5,2025-01-03 04:14:00,331.18,pending
3136,sample_value_3136,A,313.6,2025-01-03 04:15:00,53.09,active
3137,sample_value_3137,B,313.70000000000005,2025-01-03 04:16:00,205.53,inactive
3138,sample_value_3138,C,313.8,2025-01-03 04:17:00,999.72,pending
3139,sample_value_3139,D,313.90000000000003,2025-01-03 04:18:00,910.89,active
3140,sample_value_3140,E,314.0,2025-01-03 04:19:00,939.15,inactive
3141,sample_value_3141,A,314.1,2025-01-03 04:20:00,988.53,pending
3142,sample_value_3142,B,314.20000000000005,2025-01-03 04:21:00,239.72,active
3143,sample_value_3143,C,314.3,2025-01-03 04:22:00,872.91,inactive
3144,sample_value_3144,D,314.40000000000003,2025-01-03 04:23:00,441.74,pending
3145,sample_value_3145,E,314.5,2025-01-03 04:24:00,331.42,active
3146,sample_value_3146,A,314.6,2025-01-03 04:25:00,73.28,inactive
3147,sample_value_3147,B,314.70000000000005,2025-01-03 04:26:00,49.36,pending
3148,sample_value_3148,C,314.8,2025-01-03 04:27:00,153.39,active
3149,sample_value_3149,D,314.90000000000003,2025-01-03 04:28:00,866.14,inactive
3150,sample_value_3150,E,315.0,2025-01-03 04:29:00,873.76,pending
3151,sample_value_3151,A,315.1,2025-01-03 04:30:00,462.77,active
3152,sample_value_3152,B,315.20000000000005,2025-01-03 04:31:00,54.49,inactive
3153,sample_value_3153,C,315.3,2025-01-03 04:32:00,880.38,pending
3154,sample_value_3154,D,315.40000000000003,2025-01-03 04:33:00,509.79,active
3155,sample_value_3155,E,315.5,2025-01-03 04:34:00,941.63,inactive
3156,sample_value_3156,A,315.6,2025-01-03 04:35:00,716.2,pending
3157,sample_value_3157,B,315.70000000000005,2025-01-03 04:36:00,186.53,active
3158,sample_value_3158,C,315.8,2025-01-03 04:37:00,393.3,inactive
3159,sample_value_3159,D,315.90000000000003,2025-01-03 04:38:00,158.52,pending
3160,sample_value_3160,E,316.0,2025-01-03 04:39:00,247.23,active
3161,sample_value_3161,A,316.1,2025-01-03 04:40:00,21.3,inactive
3162,sample_value_3162,B,316.20000000000005,2025-01-03 04:41:00,961.02,pending
3163,sample_value_3163,C,316.3,2025-01-03 04:42:00,407.92,active
3164,sample_value_3164,D,316.40000000000003,2025-01-03 04:43:00,308.02,inactive
3165,sample_value_3165,E,316.5,2025-01-03 04:44:00,281.42,pending
3166,sample_value_3166,A,316.6,2025-01-03 04:45:00,461.22,active
3167,sample_value_3167,B,316.70000000000005,2025-01-03 04:46:00,975.47,inactive
3168,sample_value_3168,C,316.8,2025-01-03 04:47:00,334.9,pending
3169,sample_value_3169,D,316.90000000000003,2025-01-03 04:48:00,626.98,active
3170,sample_value_3170,E,317.0,2025-01-03 04:49:00,345.86,inactive
3171,sample_value_3171,A,317.1,2025-01-03 04:50:00,621.91,pending
3172,sample_value_3172,B,317.20000000000005,2025-01-03 04:51:00,521.15,active
3173,sample_value_3173,C,317.3,2025-01-03 04:52:00,45.93,inactive
3174,sample_value_3174,D,317.40000000000003,2025-01-03 04:53:00,479.74,pending
3175,sample_value_3175,E,317.5,2025-01-03 04:54:00,854.4,active
3176,sample_value_3176,A,317.6,2025-01-03 04:55:00,644.42,inactive
3177,sample_value_3177,B,317.70000000000005,2025-01-03 04:56:00,140.98,pending
3178,sample_value_3178,C,317.8,2025-01-03 04:57:00,527.27,active
3179,sample_value_3179,D,317.90000000000003,2025-01-03 04:58:00,443.46,inactive
3180,sample_value_3180,E,318.0,2025-01-03 04:59:00,337.49,pending
3181,sample_value_3181,A,318.1,2025-01-03 05:00:00,678.48,active
3182,sample_value_3182,B,318.20000000000005,2025-01-03 05:01:00,94.17,inactive
3183,sample_value_3183,C,318.3,2025-01-03 05:02:00,984.92,pending
3184,sample_value_3184,D,318.40000000000003,2025-01-03 05:03:00,608.7,active
3185,sample_value_3185,E,318.5,2025-01-03 05:04:00,607.06,inactive
3186,sample_value_3186,A,318.6,2025-01-03 05:05:00,199.27,pending
3187,sample_value_3187,B,318.70000000000005,2025-01-03 05:06:00,517.37,active
3188,sample_value_3188,C,318.8,2025-01-03 05:07:00,192.45,inactive
3189,sample_value_3189,D,318.90000000000003,2025-01-03 05:08:00,949.99,pending
3190,sample_value_3190,E,319.0,2025-01-03 05:09:00,904.31,active
3191,sample_value_3191,A,319.1,2025-01-03 05:10:00,457.78,inactive
3192,sample_value_3192,B,319.20000000000005,2025-01-03 05:11:00,137.11,pending
3193,sample_value_3193,C,319.3,2025-01-03 05:12:00,878.44,active
3194,sample_value_3194,D,319.40000000000003,2025-01-03 05:13:00,42.2,inactive
3195,sample_value_3195,E,319.5,2025-01-03 05:14:00,574.35,pending
3196,sample_value_3196,A,319.6,2025-01-03 05:15:00,837.02,active
3197,sample_value_3197,B,319.70000000000005,2025-01-03 05:16:00,462.05,inactive
3198,sample_value_3198,C,319.8,2025-01-03 05:17:00,675.78,pending
3199,sample_value_3199,D,319.90000000000003,2025-01-03 05:18:00,582.93,active
3200,sample_value_3200,E,320.0,2025-01-03 05:19:00,460.54,inactive
3201,sample_value_3201,A,320.1,2025-01-03 05:20:00,559.02,pending
3202,sample_value_3202,B,320.20000000000005,2025-01-03 05:21:00,78.59,active
3203,sample_value_3203,C,320.3,2025-01-03 05:22:00,449.41,inactive
3204,sample_value_3204,D,320.40000000000003,2025-01-03 05:23:00,906.44,pending
3205,sample_value_3205,E,320.5,2025-01-03 05:24:00,851.64,active
3206,sample_value_3206,A,320.6,2025-01-03 05:25:00,854.95,inactive
3207,sample_value_3207,B,320.70000000000005,2025-01-03 05:26:00,791.55,pending
3208,sample_value_3208,C,320.8,2025-01-03 05:27:00,69.47,active
3209,sample_value_3209,D,320.90000000000003,2025-01-03 05:28:00,723.51,inactive
3210,sample_value_3210,E,321.0,2025-01-03 05:29:00,628.79,pending
3211,sample_value_3211,A,321.1,2025-01-03 05:30:00,995.91,active
3212,sample_value_3212,B,321.20000000000005,2025-01-03 05:31:00,633.19,inactive
3213,sample_value_3213,C,321.3,2025-01-03 05:32:00,590.97,pending
3214,sample_value_3214,D,321.40000000000003,2025-01-03 05:33:00,54.81,active
3215,sample_value_3215,E,321.5,2025-01-03 05:34:00,169.18,inactive
3216,sample_value_3216,A,321.6,2025-01-03 05:35:00,801.53,pending
3217,sample_value_3217,B,321.70000000000005,2025-01-03 05:36:00,590.77,active
3218,sample_value_3218,C,321.8,2025-01-03 05:37:00,695.51,inactive
3219,sample_value_3219,D,321.90000000000003,2025-01-03 05:38:00,643.21,pending
3220,sample_value_3220,E,322.0,2025-01-03 05:39:00,108.8,active
3221,sample_value_3221,A,322.1,2025-01-03 05:40:00,930.67,inactive
3222,sample_value_3222,B,322.20000000000005,2025-01-03 05:41:00,347.59,pending
3223,sample_value_3223,C,322.3,2025-01-03 05:42:00,707.42,active
3224,sample_value_3224,D,322.40000000000003,2025-01-03 05:43:00,304.52,inactive
3225,sample_value_3225,E,322.5,2025-01-03 05:44:00,70.35,pending
3226,sample_value_3226,A,322.6,2025-01-03 05:45:00,148.75,active
3227,sample_value_3227,B,322.70000000000005,2025-01-03 05:46:00,545.54,inactive
3228,sample_value_3228,C,322.8,2025-01-03 05:47:00,131.54,pending
3229,sample_value_3229,D,322.90000000000003,2025-01-03 05:48:00,83.18,active
3230,sample_value_3230,E,323.0,2025-01-03 05:49:00,500.27,inactive
3231,sample_value_3231,A,323.1,2025-01-03 05:50:00,764.21,pending
3232,sample_value_3232,B,323.20000000000005,2025-01-03 05:51:00,441.15,active
3233,sample_value_3233,C,323.3,2025-01-03 05:52:00,136.47,inactive
3234,sample_value_3234,D,323.40000000000003,2025-01-03 05:53:00,619.97,pending
3235,sample_value_3235,E,323.5,2025-01-03 05:54:00,289.92,active
3236,sample_value_3236,A,323.6,2025-01-03 05:55:00,174.74,inactive
3237,sample_value_3237,B,323.70000000000005,2025-01-03 05:56:00,306.35,pending
3238,sample_value_3238,C,323.8,2025-01-03 05:57:00,399.5,active
3239,sample_value_3239,D,323.90000000000003,2025-01-03 05:58:00,762.09,inactive
3240,sample_value_3240,E,324.0,2025-01-03 05:59:00,515.09,pending
3241,sample_value_3241,A,324.1,2025-01-03 06:00:00,41.28,active
3242,sample_value_3242,B,324.20000000000005,2025-01-03 06:01:00,261.22,inactive
3243,sample_value_3243,C,324.3,2025-01-03 06:02:00,491.23,pending
3244,sample_value_3244,D,324.40000000000003,2025-01-03 06:03:00,426.38,active
3245,sample_value_3245,E,324.5,2025-01-03 06:04:00,403.62,inactive
3246,sample_value_3246,A,324.6,2025-01-03 06:05:00,405.58,pending
3247,sample_value_3247,B,324.70000000000005,2025-01-03 06:06:00,901.55,active
3248,sample_value_3248,C,324.8,2025-01-03 06:07:00,457.73,inactive
3249,sample_value_3249,D,324.90000000000003,2025-01-03 06:08:00,106.76,pending
3250,sample_value_3250,E,325.0,2025-01-03 06:09:00,748.03,active
3251,sample_value_3251,A,325.1,2025-01-03 06:10:00,767.19,inactive
3252,sample_value_3252,B,325.20000000000005,2025-01-03 06:11:00,751.93,pending
3253,sample_value_3253,C,325.3,2025-01-03 06:12:00,812.77,active
3254,sample_value_3254,D,325.40000000000003,2025-01-03 06:13:00,226.61,inactive
3255,sample_value_3255,E,325.5,2025-01-03 06:14:00,575.81,pending
3256,sample_value_3256,A,325.6,2025-01-03 06:15:00,642.35,active
3257,sample_value_3257,B,325.70000000000005,2025-01-03 06:16:00,301.66,inactive
3258,sample_value_3258,C,325.8,2025-01-03 06:17:00,329.06,pending
3259,sample_value_3259,D,325.90000000000003,2025-01-03 06:18:00,461.65,active
3260,sample_value_3260,E,326.0,2025-01-03 06:19:00,100.06,inactive
3261,sample_value_3261,A,326.1,2025-01-03 06:20:00,717.49,pending
3262,sample_value_3262,B,326.20000000000005,2025-01-03 06:21:00,706.72,active
3263,sample_value_3263,C,326.3,2025-01-03 06:22:00,856.84,inactive
3264,sample_value_3264,D,326.40000000000003,2025-01-03 06:23:00,981.83,pending
3265,sample_value_3265,E,326.5,2025-01-03 06:24:00,312.04,active
3266,sample_value_3266,A,326.6,2025-01-03 06:25:00,223.96,inactive
3267,sample_value_3267,B,326.70000000000005,2025-01-03 06:26:00,914.18,pending
3268,sample_value_3268,C,326.8,2025-01-03 06:27:00,952.59,active
3269,sample_value_3269,D,326.90000000000003,2025-01-03 06:28:00,616.69,inactive
3270,sample_value_3270,E,327.0,2025-01-03 06:29:00,850.7,pending
3271,sample_value_3271,A,327.1,2025-01-03 06:30:00,174.32,active
3272,sample_value_3272,B,327.20000000000005,2025-01-03 06:31:00,406.46,inactive
3273,sample_value_3273,C,327.3,2025-01-03 06:32:00,625.68,pending
3274,sample_value_3274,D,327.40000000000003,2025-01-03 06:33:00,664.64,active
3275,sample_value_3275,E,327.5,2025-01-03 06:34:00,918.22,inactive
3276,sample_value_3276,A,327.6,2025-01-03 06:35:00,472.59,pending
3277,sample_value_3277,B,327.70000000000005,2025-01-03 06:36:00,638.65,active
3278,sample_value_3278,C,327.8,2025-01-03 06:37:00,20.04,inactive
3279,sample_value_3279,D,327.90000000000003,2025-01-03 06:38:00,446.85,pending
3280,sample_value_3280,E,328.0,2025-01-03 06:39:00,249.5,active
3281,sample_value_3281,A,328.1,2025-01-03 06:40:00,262.11,inactive
3282,sample_value_3282,B,328.20000000000005,2025-01-03 06:41:00,254.75,pending
3283,sample_value_3283,C,328.3,2025-01-03 06:42:00,699.93,active
3284,sample_value_3284,D,328.40000000000003,2025-01-03 06:43:00,771.79,inactive
3285,sample_value_3285,E,328.5,2025-01-03 06:44:00,722.8,pending
3286,sample_value_3286,A,328.6,2025-01-03 06:45:00,468.37,active
3287,sample_value_3287,B,328.70000000000005,2025-01-03 06:46:00,441.02,inactive
3288,sample_value_3288,C,328.8,2025-01-03 06:47:00,345.44,pending
3289,sample_value_3289,D,328.90000000000003,2025-01-03 06:48:00,981.28,active
3290,sample_value_3290,E,329.0,2025-01-03 06:49:00,240.66,inactive
3291,sample_value_3291,A,329.1,2025-01-03 06:50:00,471.26,pending
3292,sample_value_3292,B,329.20000000000005,2025-01-03 06:51:00,637.32,active
3293,sample_value_3293,C,329.3,2025-01-03 06:52:00,385.77,inactive
3294,sample_value_3294,D,329.40000000000003,2025-01-03 06:53:00,509.46,pending
3295,sample_value_3295,E,329.5,2025-01-03 06:54:00,621.93,active
3296,sample_value_3296,A,329.6,2025-01-03 06:55:00,284.95,inactive
3297,sample_value_3297,B,329.70000000000005,2025-01-03 06:56:00,443.52,pending
3298,sample_value_3298,C,329.8,2025-01-03 06:57:00,948.69,active
3299,sample_value_3299,D,329.90000000000003,2025-01-03 06:58:00,797.4,inactive
3300,sample_value_3300,E,330.0,2025-01-03 06:59:00,963.47,pending
3301,sample_value_3301,A,330.1,2025-01-03 07:00:00,727.09,active
3302,sample_value_3302,B,330.20000000000005,2025-01-03 07:01:00,299.23,inactive
3303,sample_value_3303,C,330.3,2025-01-03 07:02:00,520.54,pending
3304,sample_value_3304,D,330.40000000000003,2025-01-03 07:03:00,377.54,active
3305,sample_value_3305,E,330.5,2025-01-03 07:04:00,936.6,inactive
3306,sample_value_3306,A,330.6,2025-01-03 07:05:00,671.98,pending
3307,sample_value_3307,B,330.70000000000005,2025-01-03 07:06:00,486.46,active
3308,sample_value_3308,C,330.8,2025-01-03 07:07:00,281.49,inactive
3309,sample_value_3309,D,330.90000000000003,2025-01-03 07:08:00,673.75,pending
3310,sample_value_3310,E,331.0,2025-01-03 07:09:00,498.12,active
3311,sample_value_3311,A,331.1,2025-01-03 07:10:00,956.93,inactive
3312,sample_value_3312,B,331.20000000000005,2025-01-03 07:11:00,784.53,pending
3313,sample_value_3313,C,331.3,2025-01-03 07:12:00,29.92,active
3314,sample_value_3314,D,331.40000000000003,2025-01-03 07:13:00,295.03,inactive
3315,sample_value_3315,E,331.5,2025-01-03 07:14:00,521.27,pending
3316,sample_value_3316,A,331.6,2025-01-03 07:15:00,764.19,active
3317,sample_value_3317,B,331.70000000000005,2025-01-03 07:16:00,454.04,inactive
3318,sample_value_3318,C,331.8,2025-01-03 07:17:00,141.13,pending
3319,sample_value_3319,D,331.90000000000003,2025-01-03 07:18:00,798.74,active
3320,sample_value_3320,E,332.0,2025-01-03 07:19:00,832.66,inactive
3321,sample_value_3321,A,332.1,2025-01-03 07:20:00,805.3,pending
3322,sample_value_3322,B,332.20000000000005,2025-01-03 07:21:00,359.72,active
3323,sample_value_3323,C,332.3,2025-01-03 07:22:00,421.2,inactive
3324,sample_value_3324,D,332.40000000000003,2025-01-03 07:23:00,549.0,pending
3325,sample_value_3325,E,332.5,2025-01-03 07:24:00,928.71,active
3326,sample_value_3326,A,332.6,2025-01-03 07:25:00,12.25,inactive
3327,sample_value_3327,B,332.70000000000005,2025-01-03 07:26:00,280.43,pending
3328,sample_value_3328,C,332.8,2025-01-03 07:27:00,13.14,active
3329,sample_value_3329,D,332.90000000000003,2025-01-03 07:28:00,340.6,inactive
3330,sample_value_3330,E,333.0,2025-01-03 07:29:00,53.73,pending
3331,sample_value_3331,A,333.1,2025-01-03 07:30:00,313.5,active
3332,sample_value_3332,B,333.20000000000005,2025-01-03 07:31:00,25.21,inactive
3333,sample_value_3333,C,333.3,2025-01-03 07:32:00,999.38,pending
3334,sample_value_3334,D,333.40000000000003,2025-01-03 07:33:00,872.64,active
3335,sample_value_3335,E,333.5,2025-01-03 07:34:00,140.6,inactive
3336,sample_value_3336,A,333.6,2025-01-03 07:35:00,315.81,pending
3337,sample_value_3337,B,333.70000000000005,2025-01-03 07:36:00,60.39,active
3338,sample_value_3338,C,333.8,2025-01-03 07:37:00,209.21,inactive
3339,sample_value_3339,D,333.90000000000003,2025-01-03 07:38:00,159.06,pending
3340,sample_value_3340,E,334.0,2025-01-03 07:39:00,756.29,active
3341,sample_value_3341,A,334.1,2025-01-03 07:40:00,301.76,inactive
3342,sample_value_3342,B,334.20000000000005,2025-01-03 07:41:00,227.12,pending
3343,sample_value_3343,C,334.3,2025-01-03 07:42:00,969.44,active
3344,sample_value_3344,D,334.40000000000003,2025-01-03 07:43:00,18.6,inactive
3345,sample_value_3345,E,334.5,2025-01-03 07:44:00,669.01,pending
3346,sample_value_3346,A,334.6,2025-01-03 07:45:00,806.24,active
3347,sample_value_3347,B,334.70000000000005,2025-01-03 07:46:00,313.01,inactive
3348,sample_value_3348,C,334.8,2025-01-03 07:47:00,286.87,pending
3349,sample_value_3349,D,334.90000000000003,2025-01-03 07:48:00,140.43,active
3350,sample_value_3350,E,335.0,2025-01-03 07:49:00,179.9,inactive
3351,sample_value_3351,A,335.1,2025-01-03 07:50:00,104.87,pending
3352,sample_value_3352,B,335.20000000000005,2025-01-03 07:51:00,24.95,active
3353,sample_value_3353,C,335.3,2025-01-03 07:52:00,806.81,inactive
3354,sample_value_3354,D,335.40000000000003,2025-01-03 07:53:00,760.11,pending
3355,sample_value_3355,E,335.5,2025-01-03 07:54:00,863.94,active
3356,sample_value_3356,A,335.6,2025-01-03 07:55:00,430.37,inactive
3357,sample_value_3357,B,335.70000000000005,2025-01-03 07:56:00,911.03,pending
3358,sample_value_3358,C,335.8,2025-01-03 07:57:00,175.55,active
3359,sample_value_3359,D,335.90000000000003,2025-01-03 07:58:00,834.36,inactive
3360,sample_value_3360,E,336.0,2025-01-03 07:59:00,503.15,pending
3361,sample_value_3361,A,336.1,2025-01-03 08:00:00,276.01,active
3362,sample_value_3362,B,336.20000000000005,2025-01-03 08:01:00,278.29,inactive
3363,sample_value_3363,C,336.3,2025-01-03 08:02:00,190.7,pending
3364,sample_value_3364,D,336.40000000000003,2025-01-03 08:03:00,995.2,active
3365,sample_value_3365,E,336.5,2025-01-03 08:04:00,73.44,inactive
3366,sample_value_3366,A,336.6,2025-01-03 08:05:00,702.97,pending
3367,sample_value_3367,B,336.70000000000005,2025-01-03 08:06:00,756.81,active
3368,sample_value_3368,C,336.8,2025-01-03 08:07:00,345.46,inactive
3369,sample_value_3369,D,336.90000000000003,2025-01-03 08:08:00,339.95,pending
3370,sample_value_3370,E,337.0,2025-01-03 08:09:00,680.12,active
3371,sample_value_3371,A,337.1,2025-01-03 08:10:00,811.44,inactive
3372,sample_value_3372,B,337.20000000000005,2025-01-03 08:11:00,542.21,pending
3373,sample_value_3373,C,337.3,2025-01-03 08:12:00,556.54,active
3374,sample_value_3374,D,337.40000000000003,2025-01-03 08:13:00,608.4,inactive
3375,sample_value_3375,E,337.5,2025-01-03 08:14:00,938.15,pending
3376,sample_value_3376,A,337.6,2025-01-03 08:15:00,455.33,active
3377,sample_value_3377,B,337.70000000000005,2025-01-03 08:16:00,784.17,inactive
3378,sample_value_3378,C,337.8,2025-01-03 08:17:00,841.77,pending
3379,sample_value_3379,D,337.90000000000003,2025-01-03 08:18:00,873.97,active
3380,sample_value_3380,E,338.0,2025-01-03 08:19:00,991.7,inactive
3381,sample_value_3381,A,338.1,2025-01-03 08:20:00,713.12,pending
3382,sample_value_3382,B,338.20000000000005,2025-01-03 08:21:00,833.25,active
3383,sample_value_3383,C,338.3,2025-01-03 08:22:00,419.3,inactive
3384,sample_value_3384,D,338.40000000000003,2025-01-03 08:23:00,788.11,pending
3385,sample_value_3385,E,338.5,2025-01-03 08:24:00,272.96,active
3386,sample_value_3386,A,338.6,2025-01-03 08:25:00,465.33,inactive
3387,sample_value_3387,B,338.70000000000005,2025-01-03 08:26:00,343.39,pending
3388,sample_value_3388,C,338.8,2025-01-03 08:27:00,870.75,active
3389,sample_value_3389,D,338.90000000000003,2025-01-03 08:28:00,662.56,inactive
3390,sample_value_3390,E,339.0,2025-01-03 08:29:00,385.22,pending
3391,sample_value_3391,A,339.1,2025-01-03 08:30:00,851.01,active
3392,sample_value_3392,B,339.20000000000005,2025-01-03 08:31:00,208.45,inactive
3393,sample_value_3393,C,339.3,2025-01-03 08:32:00,732.68,pending
3394,sample_value_3394,D,339.40000000000003,2025-01-03 08:33:00,382.5,active
3395,sample_value_3395,E,339.5,2025-01-03 08:34:00,746.59,inactive
3396,sample_value_3396,A,339.6,2025-01-03 08:35:00,540.65,pending
3397,sample_value_3397,B,339.70000000000005,2025-01-03 08:36:00,596.51,active
3398,sample_value_3398,C,339.8,2025-01-03 08:37:00,245.99,inactive
3399,sample_value_3399,D,339.90000000000003,2025-01-03 08:38:00,858.13,pending
3400,sample_value_3400,E,340.0,2025-01-03 08:39:00,912.0,active
3401,sample_value_3401,A,340.1,2025-01-03 08:40:00,28.08,inactive
3402,sample_value_3402,B,340.20000000000005,2025-01-03 08:41:00,915.58,pending
3403,sample_value_3403,C,340.3,2025-01-03 08:42:00,510.28,active
3404,sample_value_3404,D,340.40000000000003,2025-01-03 08:43:00,217.01,inactive
3405,sample_value_3405,E,340.5,2025-01-03 08:44:00,605.26,pending
3406,sample_value_3406,A,340.6,2025-01-03 08:45:00,605.72,active
3407,sample_value_3407,B,340.70000000000005,2025-01-03 08:46:00,497.3,inactive
3408,sample_value_3408,C,340.8,2025-01-03 08:47:00,606.72,pending
3409,sample_value_3409,D,340.90000000000003,2025-01-03 08:48:00,610.69,active
3410,sample_value_3410,E,341.0,2025-01-03 08:49:00,358.92,inactive
3411,sample_value_3411,A,341.1,2025-01-03 08:50:00,694.88,pending
3412,sample_value_3412,B,341.20000000000005,2025-01-03 08:51:00,380.17,active
3413,sample_value_3413,C,341.3,2025-01-03 08:52:00,995.79,inactive
3414,sample_value_3414,D,341.40000000000003,2025-01-03 08:53:00,121.81,pending
3415,sample_value_3415,E,341.5,2025-01-03 08:54:00,553.49,active
3416,sample_value_3416,A,341.6,2025-01-03 08:55:00,388.34,inactive
3417,sample_value_3417,B,341.70000000000005,2025-01-03 08:56:00,425.92,pending
3418,sample_value_3418,C,341.8,2025-01-03 08:57:00,91.06,active
3419,sample_value_3419,D,341.90000000000003,2025-01-03 08:58:00,469.85,inactive
3420,sample_value_3420,E,342.0,2025-01-03 08:59:00,172.99,pending
3421,sample_value_3421,A,342.1,2025-01-03 09:00:00,965.91,active
3422,sample_value_3422,B,342.20000000000005,2025-01-03 09:01:00,151.15,inactive
3423,sample_value_3423,C,342.3,2025-01-03 09:02:00,81.07,pending
3424,sample_value_3424,D,342.40000000000003,2025-01-03 09:03:00,857.68,active
3425,sample_value_3425,E,342.5,2025-01-03 09:04:00,515.15,inactive
3426,sample_value_3426,A,342.6,2025-01-03 09:05:00,972.04,pending
3427,sample_value_3427,B,342.70000000000005,2025-01-03 09:06:00,147.8,active
3428,sample_value_3428,C,342.8,2025-01-03 09:07:00,684.92,inactive
3429,sample_value_3429,D,342.90000000000003,2025-01-03 09:08:00,788.14,pending
3430,sample_value_3430,E,343.0,2025-01-03 09:09:00,615.0,active
3431,sample_value_3431,A,343.1,2025-01-03 09:10:00,578.92,inactive
3432,sample_value_3432,B,343.20000000000005,2025-01-03 09:11:00,19.82,pending
3433,sample_value_3433,C,343.3,2025-01-03 09:12:00,34.7,active
3434,sample_value_3434,D,343.40000000000003,2025-01-03 09:13:00,549.36,inactive
3435,sample_value_3435,E,343.5,2025-01-03 09:14:00,764.47,pending
3436,sample_value_3436,A,343.6,2025-01-03 09:15:00,931.39,active
3437,sample_value_3437,B,343.70000000000005,2025-01-03 09:16:00,50.29,inactive
3438,sample_value_3438,C,343.8,2025-01-03 09:17:00,843.46,pending
3439,sample_value_3439,D,343.90000000000003,2025-01-03 09:18:00,982.87,active
3440,sample_value_3440,E,344.0,2025-01-03 09:19:00,946.0,inactive
3441,sample_value_3441,A,344.1,2025-01-03 09:20:00,832.0,pending
3442,sample_value_3442,B,344.20000000000005,2025-01-03 09:21:00,146.12,active
3443,sample_value_3443,C,344.3,2025-01-03 09:22:00,318.12,inactive
3444,sample_value_3444,D,344.40000000000003,2025-01-03 09:23:00,276.01,pending
3445,sample_value_3445,E,344.5,2025-01-03 09:24:00,273.58,active
3446,sample_value_3446,A,344.6,2025-01-03 09:25:00,778.69,inactive
3447,sample_value_3447,B,344.70000000000005,2025-01-03 09:26:00,721.36,pending
3448,sample_value_3448,C,344.8,2025-01-03 09:27:00,107.99,active
3449,sample_value_3449,D,344.90000000000003,2025-01-03 09:28:00,289.93,inactive
3450,sample_value_3450,E,345.0,2025-01-03 09:29:00,929.68,pending
3451,sample_value_3451,A,345.1,2025-01-03 09:30:00,913.19,active
3452,sample_value_3452,B,345.20000000000005,2025-01-03 09:31:00,693.3,inactive
3453,sample_value_3453,C,345.3,2025-01-03 09:32:00,483.03,pending
3454,sample_value_3454,D,345.40000000000003,2025-01-03 09:33:00,420.33,active
3455,sample_value_3455,E,345.5,2025-01-03 09:34:00,722.25,inactive
3456,sample_value_3456,A,345.6,2025-01-03 09:35:00,517.18,pending
3457,sample_value_3457,B,345.70000000000005,2025-01-03 09:36:00,446.12,active
3458,sample_value_3458,C,345.8,2025-01-03 09:37:00,476.92,inactive
3459,sample_value_3459,D,345.90000000000003,2025-01-03 09:38:00,823.46,pending
3460,sample_value_3460,E,346.0,2025-01-03 09:39:00,399.07,active
3461,sample_value_3461,A,346.1,2025-01-03 09:40:00,179.11,inactive
3462,sample_value_3462,B,346.20000000000005,2025-01-03 09:41:00,304.47,pending
3463,sample_value_3463,C,346.3,2025-01-03 09:42:00,544.43,active
3464,sample_value_3464,D,346.40000000000003,2025-01-03 09:43:00,882.3,inactive
3465,sample_value_3465,E,346.5,2025-01-03 09:44:00,447.28,pending
3466,sample_value_3466,A,346.6,2025-01-03 09:45:00,481.95,active
3467,sample_value_3467,B,346.70000000000005,2025-01-03 09:46:00,147.42,inactive
3468,sample_value_3468,C,346.8,2025-01-03 09:47:00,396.2,pending
3469,sample_value_3469,D,346.90000000000003,2025-01-03 09:48:00,691.66,active
3470,sample_value_3470,E,347.0,2025-01-03 09:49:00,42.57,inactive
3471,sample_value_3471,A,347.1,2025-01-03 09:50:00,620.2,pending
